websites,store,attribute_set,type,sku,name,categories_text,deal_start_time,deal_stop_time,price,special_price,cost,weight,price_unit,price_unit_origin,market_price,status,tax_class_id,visibility,landing_page,product_unit,tilbud,netpris,calculated_unit,weight_unit,has_deal,special_from_date,description,short_description,meta_keyword,qty,product_name,meta_title,meta_description,aktuelt,retter,pant_sku,alphabetAtribute
base,admin,Default,simple,5701410338596,Mad & Smag Kyllinge Inderfilet,,,,22.95,,,225,102,,,Disabled,DK25,"Catalog, Search",LANTMAENNEN DAN,Kg,No,No,Gram,Kg,,,Mad & Smag Kyllinge Inderfilet,"Kød, Fisk & Pålæg Fjerkræ Kylling","Mad, Smag, Inderfilet, kylling, filet",9999,Mad & Smag Kyllinge Inderfilet,,,,,,Dessert
base,admin,Default,simple,3211209133698,Ch. Tour Prignac - Médoc Cru Bourgeois 2008,Vin>Frankrig;Produkter>Vin MORE,,,149,,,750,198.67,178.803,,Disabled,DK25,"Catalog, Search",,Kg,No,No,Gram,Kg,,,"Denne rødvin er produceret af Cabernet Sauvignon og Merlot druer og har været lagret på egetræsfade.

Det er en utrolig flot vin med stor finesse og smidighed. Det er afgjort en af Médocs største og mest kendte vine - kendt for sin stabile kvalitet. Den har en intens rød farve, fornem bouquet af røde frugter og noter af egetræ, fyldig og frugtrig let krydret smag med noter af vanille samt en lang og behagelig eftersmag.","Vin, Spiritus & Øl Rødvin Fransk Rødvin Delikatesser Vinotek Frankrig","Ch., Tour, Prignac, Médoc, Cru, Bourgeois, 2008, rød, vin, alkohol, frankrig, fransk",9999,Ch. Tour Prignac - Médoc Cru Bourgeois 2008,,,,,PANT_A,
base,admin,Default,simple,3151850068072,J.Moreau & Fils - Chablis Premier Cru Vaillons 2008,Vin>Frankrig;Produkter>Vin MORE,,,279,,,0.75,372,334.8,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne hvidvin er produceret af 100% Chardonnay druer, der er dyrket i Chablis i Frankrig. 10% af vinen har været lagret på egetræsfade, mens den resterende del har været lagret på ståltanke.

Det er en utrolig flot hvidvin med flot gylden farve, elegant bouquet med noter af lemon og honning, fyldig og letkrydret smag af citrusfrugter og blodappelsiner samt en lang og behagelig eftersmag.","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin Delikatesser Vinotek Frankrig","J.Moreau & Fils, Chablis, Premier, Cru, Vaillons, 2008, rosé, hvid, vin, alkohol, frankrig, fransk",9999,J.Moreau & Fils - Chablis Premier Cru Vaillons 2008,,,,,,
base,admin,Default,simple,3151850127076,J. Moreau & Fils - Chablis Chardonnay 2010,Vin>Frankrig;Produkter>Vin MORE,,,169,,,0.75,225.33,202.797,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne hvidvin er produceret af 100% Chardonnay druer, der er dyrket i Chablis i Frankrig.

Det er en flot hvidvin med klar gylden farve, delikat og cremet bouquet med elegante noter af eksotiske frugter som f.eks. ananas, frisk og sprød smag af citrusfrugter og friske hasselnødder samt en lang og behagelig eftersmag.","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin Delikatesser Vinotek Frankrig","J. Moreau & Fils,  Chablis, Chardonnay, 2010, rosé, hvid, vin, alkohol, frankrig, fransk",9999,J. Moreau & Fils - Chablis Chardonnay 2010,,,,,,
base,admin,Default,simple,3151850035074,J. Moreau & Fils - Saint-Joseph Chablis Grand Cru Valmur,Vin>Frankrig;Produkter>Vin MORE,,,499.3,,,0.75,665.73,599.157,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne hvidvin er produceret af 100% Chardonnay druer fra Grand Cru området Valmur i Chablis i Frankrig.

Det er en utrolig flot hvidvin med flot gylden farve, elegant og kompleks bouquet af bl.a. citrusfrugter og fersken, fyldig, rund og blød frugtsmag samt en lang og vedvarende eftersmag.","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin Delikatesser Vinotek Frankrig","J. Moreau & Fils,  Saint-Joseph, Chablis, Grand, Cru, Valmur, rosé, hvid, vin, alkohol, frankrig, fransk",9999,J. Moreau & Fils - Saint-Joseph Chablis Grand Cru Valmur,,,,,,
base,admin,Default,simple,5701706017075,Pouilly Fumé - Domaine des Gominets 2009,Vin>Frankrig;Produkter>Vin MORE,,,149,,,0.75,198.67,178.803,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne hvidvin er produceret af 100% Sauvignon Blanc druer, der er dyrket i Pouilly Fumé området, som er en del af Loire dalen i Frankrig.

Det er en flot vin med klar lys gul farve, delikat bouquet af modne frugter, frisk og frugtrig smag af eksotiske frugter samt en behagelig eftersmag.","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin Delikatesser Vinotek Frankrig","Pouilly Fumé, Domaine, des, Gominets, 2009, rosé, hvid, vin, alkohol, frankrig, fransk",9999,Pouilly Fumé - Domaine des Gominets 2009,,,,,,
base,admin,Default,simple,3760169970190,Ch. Charrier - Sauternes Grand Vin De Bordeaux 2008,Vin>Frankrig;Produkter>Vin MORE,,,199,,,0.75,265.33,238.797,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Hvidvinen, hvis druesammensætning er 90% Semillon, 5% Muscadelle og 5% Sauvignon Blanc, er produceret efter de traditionelle vinifikationsmetoder.

Det er en vin med en flot gylden farve, den har en blød og let sødlig frugtagtig smag.","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin Delikatesser Vinotek Frankrig","Ch. Charrier, Sauternes, Grand, Vin, De, Bordeaux, 2008, rosé, hvid, vin, alkohol, frankrig, fransk",9999,Ch. Charrier - Sauternes Grand Vin De Bordeaux 2008,,,,,,
base,admin,Default,simple,5701706144160,Ch. D´Yquem Sauternes Luc - Saluces,Vin>Frankrig;Produkter>Vin MORE,,,6164.2,,,0.75,8218.93,7397.037,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne hvidvin er produceret af Semillon og Sauvignon Blanc druer, der er dyrket i Sauternes, beliggende i Bordeaux området i Frankrig. Vinen har været lagret på 100% nye egetræsfade i over 3 år.

Det er en elegant vin med dyb guld-agtig farve, intens duft af tropiske frugter, nødder og vanilje, fyldig, men samtidig rund og blød sødlig smag samt en utrolig lang og behagelig eftersmag.","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin Delikatesser Vinotek Frankrig","Ch. D´Yquem, Sauternes, Luc, Saluces, rosé, hvid, vin, alkohol, frankrig, fransk",9999,Ch. D´Yquem Sauternes Luc - Saluces,,,,,,
base,admin,Default,simple,3432021900750,Rieflé - Alsace Bonheur Festif,Vin>Mousserende Vin;Produkter>Vin MORE,,,129,,,0.75,172,154.8,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Ved foden af Vogeser bjergene mellem Strasbourg og Colmar i Frankrig ligger Alsace. Ikke alene er dette smukke bjergområde med sine gamle kønne vinbyer som taget ud af en eventyrbog, men også Alsace vinene er en smagsoplevelse helt for sig selv. Her har Rieflé familien med stor passion og omhu produceret vin i tre århundreder.

Denne Crémant d’Alsace er produceret af 60 % Pinot Auxerrois og 40 % Pinot Blanc druer. Den har været lagret i 12 til 18 måneder på ståltanke.

Den har en meget flot farve, delikat bouquet samt en frisk og tør smag.

Det er en mousserende vin, der er særdeles velegnet til aperitif, forretter, fjerkræ eller fiskeretter. 

Drue: 60 % Pinot Auxerrois og 40 % Pinot Blanc 

Land: Frankrig","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin","Rieflé, Alsace, Bonheur, Festif, rød, mousserende, champagne, vin, alkohol",9999,Rieflé - Alsace Bonheur Festif,,,,,,
base,admin,Default,simple,3432021747508,Rieflé - Alsace Gewurztraminer Grand Cru Steinert 2005,Vin>Frankrig;Produkter>Vin MORE,,,229.18,,,0.75,305.57,275.013,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne hvidvin er produceret af 100% Gewurztraminer druer.

Det er en fyldig og velstruktureret hvidvin med kompleks bouquet af rose og grapefrugt, kraftig men samtidig blød og delikat frugtsmag samt en lang eftersmag.
","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin Delikatesser Vinotek Frankrig","Rieflé, Alsace, Gewurztraminer, Grand, Cru, Steinert, 2005, rosé, hvid, vin, alkohol, frankrig, fransk",9999,Rieflé - Alsace Gewurztraminer Grand Cru Steinert 2005,,,,,,
base,admin,Default,simple,3253950501111,Demoiselle Champagne Tête de Cuvée Brut,Vin>Champagne;Produkter>Vin MORE,,,399,,,0.75,532,478.8,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne Demoiselle Brut Tête de Cuvée champagne er produceret af 80% Chardonnay og 20% Pinot Noir druer , der er dyrket i Champagne området i Frankrig.

Det er en utrolig flot champagne med lys strågul farve , kompleks bouquet af røde æbler og citrusfrugter, frugtrig smag, frisk syre samt en lang og elegant eftersmag.","Vin, Spiritus & Øl Champagne & Bobler Champagne Delikatesser Vinotek Champagne","Demoiselle, Champagne, Tête, de, Cuvée, Brut, mousserende, champagne, vin, alkohol",9999,Demoiselle Champagne Tête de Cuvée Brut,,,,,,
base,admin,Default,simple,3394210000576,Jaffelin - Mersault Grand Vin De Bourgogne 2006,Vin>Frankrig;Produkter>Vin MORE,,,449,,,0.75,598.67,538.803,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne hvidvin er produceret af 100% Chardonnay druer, der er håndplukkede og håndsorterede og har været lagret på franske egetræsfade.

Det er en utrolig flot hvidvin med gylden-grøn farve, bouquet af egetræ, vanille, ristet brød og valnødder, delikat og fyldig smag, som hænger længe i munden samt en lang og behagelig eftersmag.","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin Delikatesser Vinotek Frankrig","Jaffelin, Mersault, Grand, Vin, De, Bourgogne, 2006, rosé, hvid, vin, alkohol, frankrig, fransk",9999,Jaffelin - Mersault Grand Vin De Bourgogne 2006,,,,,,
base,admin,Default,simple,3432021447507,Rieflé - Alsace Riesling Grand Cru Steinert 2005,Vin>Frankrig;Produkter>Vin MORE,,,229.18,,,0.75,305.57,275.013,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne hvidvin er produceret af 100% Riesling druer, der er en af de mest udbredte druesorter i Alsace.

Det er en elegant og fornem hvidvin med delikat, intens bouquet af grapefrugt, citron og pære, pragtfuld frisk og fyldig druesmag samt en lang og velafbalanceret eftersmag.
","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin Delikatesser Vinotek Frankrig","Rieflé, Alsace, Riesling, Grand, Cru, Steinert, 2005, rosé, hvid, vin, alkohol, frankrig, fransk",9999,Rieflé - Alsace Riesling Grand Cru Steinert 2005,,,,,,
base,admin,Default,simple,3151850155055,J. Moreau & Fils - Chablis Saint-Bris Sauvignon 2010,Vin>Frankrig;Produkter>Vin MORE,,,109.94,,,0.75,146.59,131.931,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne hvidvin er produceret af 100% Sauvignon druer, der er dyrket i Chablis, beliggende i Bourgogne området i Frankrig. Vinen har udelukkende været lagret på ståltanke for at bibeholde så megen frugt som muligt.

Det er en flot hvidvin med klar gylden farve, delikat blomsteragtig bouquet af hasselnødder, pære og eksotiske frugter, frisk og sprød frugtsmag samt en lang og behagelig eftersmag.

Den er særdeles velegnet som aperitif, til stort set alle fiskeretter samt fjerkræ.

Drue: 100% Sauvignon 
Årgang: 2010
Land: Frankrig
","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin Delikatesser Vinotek Frankrig","J. Moreau & Fils, Chablis, Saint-Bris, Sauvignon, 2010, rosé, hvid, vin, alkohol, frankrig, fransk",9999,J. Moreau & Fils - Chablis Saint-Bris Sauvignon 2010,,,,,,
base,admin,Default,simple,3394210000491,Jaffelin - Bourgogne Gevrey-Chambertin 2009,Vin>Frankrig;Produkter>Vin MORE,,,399,,,0.75,532,478.8,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne rødvin er produceret af 100% Pinot Noir druer.

Det er en elegant rødvin med flot mørkerød farve, delikat frugt bouquet, fyldig smag, tilpas tanninindhold samt en lang og behagelig eftersmag.
","Vin, Spiritus & Øl Rødvin Fransk Rødvin Delikatesser Vinotek Frankrig","Jaffelin, Bourgogne, Gevrey-Chambertin, 2009, rød, vin, alkohol, frankrig, fransk",9999,Jaffelin - Bourgogne Gevrey-Chambertin 2009,,,,,,
base,admin,Default,simple,3394210001207,Jaffelin - Hautes-Côtes De Nuits Bourgogne 2009,Vin>Frankrig;Produkter>Vin MORE,,,149,,,0.75,198.67,178.803,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne rødvin er produceret af 100% Pinot Noir druer.

Det er en elegant rødvin med flot mørkerød farve, delikat frugt bouquet, fyldig smag, tilpas tanninindhold samt en lang og behagelig eftersmag.
","Vin, Spiritus & Øl Rødvin Fransk Rødvin Delikatesser Vinotek Frankrig","Jaffelin - Hautes-Côtes De Nuits Bourgogne 2009, rød, vin, alkohol, frankrig, fransk",9999,Jaffelin - Hautes-Côtes De Nuits Bourgogne 2009,,,,,,
base,admin,Default,simple,5701706017082,Clos De Tart - Mommesin Grand Cru 2008,Vin>Frankrig;Produkter>Vin MORE,,,2895,,,0.75,3860,3474,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne rødvin kommer fra Mommessin, som  blev grundlagt I 1865. 

Denne helt fantastiske vin er produceret af 100% Pinot Noir druer, der er dyrket i Bourgogne området i Frankrig. Den har været lagret på egetræsfade.

Det er en utrolig flot vin med dyb rubinrød farve, elegant og koncentreret bouquet, fyldig, men samtidig blød og delikat smag samt en lang og behagelig eftersmag.
","Vin, Spiritus & Øl Rødvin Fransk Rødvin Delikatesser Vinotek Frankrig","Clos De Tart - Mommesin Grand Cru 2008, rød, vin, alkohol, frankrig, fransk",9999,Clos De Tart - Mommesin Grand Cru 2008,,,,,,
base,admin,Default,simple,3341210421733,Ch. Mouton Rothschild - Pauillac 2007,Vin>Frankrig;Produkter>Vin MORE,,,6497.38,,,0.75,8663.17,7796.853,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne rødvin er produceret af 83% Cabernet Sauvignon, 11% Merlot, 5% Cabernet Franc og 1% Petit Verdot druer, der er dyrket på slottets vinstokke, der gennemsnitligt er 42 år gamle. Druerne er naturligvis plukket med håndkraft. Vinen har været lagret på 100% nye egetræsfade.

Det er en helt fantastisk vin med flot dybrød farve med et lilla skær, elegant bouquet af solbær, vilde brombær samt toner af vanille, peber og krydderier, fyldig og saftig frugtsmag med et strejf af karamel, lakrids, vanille og krydderier, velafbalancerede tanniner samt en lang, kraftig og fløjlsblød eftersmag.","Vin, Spiritus & Øl Rødvin Fransk Rødvin Delikatesser Vinotek Frankrig","Ch. Mouton, Rothschild, Pauillac, 2007, rød, vin, alkohol, frankrig, fransk",9999,Ch. Mouton Rothschild - Pauillac 2007,,,,,,
base,admin,Default,simple,3192371064198,Ch. Preuillac - Lesparre Médoc Cru Bourgeois 2004,Vin>Frankrig;Produkter>Vin MORE,,,199,,,0.75,265.33,238.797,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne rødvin er produceret af 54% Cabernet Sauvignon og 46% Merlot druer, der er dyrket i Lesparre Médoc, som er en del af Bordeaux området i Frankrig. Vinen har været lagret på franske egetræsfade i 12-14 måneder.

Det er en vin med flot granatrød farve, intens bouquet med et strejf af vanille og ristet brød - elegant frugtsmag med silkebløde tanniner samt en lang og behagelig krydret eftersmag.","Vin, Spiritus & Øl Rødvin Fransk Rødvin Delikatesser Vinotek Frankrig","Ch. Preuillac, Lesparre, Médoc, Cru, Bourgeois, 2004, rød, vin, alkohol, frankrig, fransk",9999,Ch. Preuillac - Lesparre Médoc Cru Bourgeois 2004,,,,,,
base,admin,Default,simple,3192371069728,Ch. Trimoulet Bourdeaux Saint - Émilion Grand Cru 2004,Vin>Frankrig;Produkter>Vin MORE,,,259,,,0.75,345.33,310.797,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne rødvin er produceret af 60% Merlot, 35% Cabernet Franc og 5% Cabernet Sauvignon druer, der er dyrket i St. Emilion, som er en del af Bordeaux området i Frankrig. En tredjedel af vinen har været lagret på nye franske egetræsfade i 18 måneder, mens resten af vinen har været lagret på ståltanke.

Det er en dejlig vin med mørk, næsten lilla farve, koncentreret og kompleks bouquet med god balance mellem frugt og egetræ, blød og rund frugtsmag med saftige og silkebløde tanniner samt en lang og behagelig eftersmag.","Vin, Spiritus & Øl Rødvin Fransk Rødvin Delikatesser Vinotek Frankrig","Ch. Trimoulet, Bourdeaux, Saint Émilion, Grand Cru, 2004, rød, vin, alkohol, frankrig, fransk",9999,Ch. Trimoulet Bourdeaux Saint - Émilion Grand Cru 2004,,,,,,
base,admin,Default,simple,3192371072742,Ch. Taillefer - Bourdeaux Pomerol 2006,Vin>Frankrig;Produkter>Vin MORE,,,399,,,0.75,532,478.8,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne rødvin er produceret af 75% Merlot og 25% Cabernet Franc druer, der er dyrket på Ch. Taillefers vinmarker i Pomerol, som er en del af Bordeaux området i Frankrig. Vinen har været lagret på franske egetræsfade i 15 måneder.

Det er en kompleks vin med flot dybrød farve, fyldig bouquet, elegant og generøs smag med en lang og behagelig eftersmag.","Vin, Spiritus & Øl Rødvin Fransk Rødvin Delikatesser Vinotek Frankrig","Ch. Taillefer, Bourdeaux, Pomerol, 2006, rød, vin, alkohol, frankrig, fransk",9999,Ch. Taillefer - Bourdeaux Pomerol 2006,,,,,,
base,admin,Default,simple,3192371083038,Ch. Padarnac Bordeaux - Pauillac 2006,Vin>Frankrig;Produkter>Vin MORE,,,349,,,0.75,465.33,418.797,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne rødvin kommer fra firmaet Yvon Mau.

Vinen er produceret af 1/3 Cabernet Sauvignon, 1/3 Merlot og 1/3 Cabernet Franc druer, der er dyrket i Pauillac, som er en del af Bordeaux området i Frankrig. Vinen har været lagret på egetræsfade og for at bibeholde så megen saft, kraft og koncentration er vinen ikke filtreret.

Det er en stilfuld rødvin med dyb rubinrød farve, elegant bouquet, frugtrig og let krydret smag samt en lang og behagelig eftersmag.","Vin, Spiritus & Øl Rødvin Fransk Rødvin Delikatesser Vinotek Frankrig","Ch. Padarnac, Bordeaux, Pauillac, 2006, rød, vin, alkohol, frankrig, fransk",9999,Ch. Padarnac Bordeaux - Pauillac 2006,,,,,,
base,admin,Default,simple,3192371079567,Ch. D`Arsac - Bourgogne Margaut 2007,Vin>Frankrig;Produkter>Vin MORE,,,279,,,0.75,372,334.8,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne rødvin er produceret af 66% Cabernet Sauvignon og 34% Merlot druer, der er dyrket i Margaux, som er en del af Bordeaux området i Frankrig. Vinen har været lagret på nye og 1 år gamle franske egetræsfade.

Det er en flot vin med højrød farve, kompleks bouquet med et strejf af vanille, tobak og kaffe - fyldig, kompakt og generøs smag samt en lang og behagelig eftersmag.","Vin, Spiritus & Øl Rødvin Fransk Rødvin Delikatesser Vinotek Frankrig","Ch. D`Arsac, Bourgogne, Margaut, 2007, rød, vin, alkohol, frankrig, fransk",9999,Ch. D`Arsac - Bourgogne Margaut 2007,,,,,,
base,admin,Default,simple,3151850141072,J. Moreau & Fils - Saint Joseph Bourgogne Aligoté,Vin>Frankrig;Produkter>Vin MORE,,,119,,,0.75,158.67,142.803,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne hvidvin er produceret af 100% Aligoté druer. 

Det er en flot hvidvin med lys gylden farve med et grønt skær, intens bouquet af citrusfrugter, livlig og fin frugtsmag samt en behagelig eftersmag.","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin Delikatesser Vinotek Frankrig","J. Moreau & Fils, Saint, Joseph, Bourgogne, Aligoté, rosé, hvid, vin, alkohol, frankrig, fransk",9999,J. Moreau & Fils - Saint Joseph Bourgogne Aligoté,,,,,,
base,admin,Default,simple,3151850114076,J. Moreau & Fils - Chablis Premier Cru Mont de Milieu,Vin>Frankrig;Produkter>Vin MORE,,,259,,,0.75,345.33,310.797,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne hvidvin er produceret af 100% Chardonnay druer, der er dyrket i Chablis i Frankrig.

Det er en elegant hvidvin med flot gylden farve, delikat bouquet med noter af jasmin, frisk brød og hasselnødder, fyldig og letkrydret smag samt en lang og behagelig eftersmag.","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin Delikatesser Vinotek Frankrig","J. Moreau & Fils, Chablis, Premier, Cru, Mont, de Milieu, rosé, hvid, vin, alkohol, frankrig, fransk",9999,J. Moreau & Fils - Chablis Premier Cru Mont de Milieu,,,,,,
base,admin,Default,simple,3341210448587,Ch. Grange Neuve - Bordeaux Pomerol 2008,Vin>Frankrig;Produkter>Vin MORE,,,259,,,0.75,345.33,310.797,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne rødvin er produceret af 100% Merlot druer, der er dyrket i Pomerol, som er en del af det store Bordeaux område i Frankrig. Vinen har været lagret på egetræsfade.

Det er en elegant vin med flot rød farve, delikat frugtrig bouquet med et strejf af lakrids, blød, rund og fyldig smag samt en behagelig eftersmag.","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin Delikatesser Vinotek Frankrig","Ch. Grange, Neuve, Bordeaux, Pomerol, 2008, rosé, hvid, vin, alkohol, frankrig, fransk",9999,Ch. Grange Neuve - Bordeaux Pomerol 2008,,,,,,
