websites,store,attribute_set,type,sku,name,categories_text,deal_start_time,deal_stop_time,price,special_price,cost,weight,price_unit,price_unit_origin,market_price,status,tax_class_id,visibility,landing_page,product_unit,tilbud,netpris,calculated_unit,weight_unit,has_deal,special_from_date,description,short_description,meta_keyword,qty,product_name,meta_title,meta_description,aktuelt,retter,pant_sku,alphabetAtribute
base,admin,Default,simple,13553162,Baseboy - Mellem Sort Affaldsspand 20 l.,,,,1095,,,0,1095,,,Disabled,DK25,"Catalog, Search",,Kg,No,No,Kg,Kg,,,Design klassiker i stil med 50'erne. Med ekstremt stabil base og robust pedal mekanisme. Materiale: Høj kvalitet pulverlakeret stålplade.Plastfælg beskytter gulvet nedenfor.,Til hjemmet Køkken Rengøring,,9999,Baseboy - Mellem Sort Affaldsspand 20 l.,,,,,,
base,admin,Default,simple,delivery_card,delivery_card,,,,190,,,0,190,,,Disabled,DK25,Catalog,,,,,,,,,delivery_card,delivery_card,"klippe, kort, delivery, card,",9999,delivery_card,,,,,,
base,admin,Default,simple,57013206,Jacobsen Pale Ale,,,,44.95,,,750,59.93,,,Disabled,DK25,"Catalog, Search",CARLSBERG BRYGGERIERNE A/S,Kg,No,No,Gram,Kg,,,"Øllet har en tydelig humleduft fulgt af mild sødmefuld frugtighed. Mundaromaen leder tankerne over imod grapefrugt og i takt med at øllet tempereres fremkommer også noter af mirabelle og lynghonning. Jacobsen Pale Ale har en fin maltet sødme balanceret af en karakterfuld humlebitterhed der trækker en behagelig efterbitterhed. 6,4% - 75 cl","Vin, Spiritus & Øl Øl Special øl",,9999,Jacobsen Pale Ale,,,,,,
base,admin,Default,simple,7310612250216,HemoJern Grøn,,,,79.95,,,0,79.95,,,Disabled,DK25,"Catalog, Search",CEDERROTH A/S       (LAGERKØB),Kg,No,No,Kg,Kg,,,"Kosttilskud - 100 stk. HemoJern er et jerntilskud, som anvendes ved jernmangel og forebyggelse af jernmangel.",PERSONLIG PLEJE & PARFUME Helse & Vitamin Kosttilskud,,9999,HemoJern Grøn,,,,,,
base,admin,Default,simple,4015400504139,Pampers Active Fit 12 - 25 kg,,,,99,,,0,99,,,Disabled,DK25,"Catalog, Search",PROCTER & GAMBLE DANMARK APS,Kg,No,No,Kg,Kg,,,"Pampers Active Fit med et superabsorberende materiale, der giver din baby mulighed for at lege uden afbrydelse.

Active Fit bleen giver en fantastisk tør fornemmelse og er tyndere end nogensinde og derfor bekvem for babyen, så barnet kan nyde sin nyfundne mobilitet så længe, hun eller han har lyst.

En ble designet til babyer og småbørn af super absorberende materiale.",PERSONLIG PLEJE & PARFUME Til Baby Bleer,,9999,Pampers Active Fit 12 - 25 kg,,,,,,
base,admin,Default,simple,5740500006939,Zendium Mundskyl,,,,36.95,25.95,,500,73.9,,,Disabled,DK25,"Catalog, Search",UNILEVER DANMARK A/S        PP,Kg,Yes,No,Gram,Kg,,2014-03-20 00:00:00,"zendium mundskyl indeholder zink, som neutraliserer dannelsen af de svovlholdige stoffer, der foråsager dårlig ånde. zendium mundskyl indeholder desuden enzymer, der aktiverer spyttets naturlige forsvarssystem, xylitol, der nedsætter bakteriernes syredannelser samt allantoin, der er sårhelende.",PERSONLIG PLEJE & PARFUME Tandpleje Tandskyl,,9999,Zendium Mundskyl,,,,,,
base,admin,Default,simple,8714789743264,Colgate Sensitive Original Tandpasta 2-pak,,,,36.95,,,150,246.33,,,Disabled,DK25,"Catalog, Search",COLGATE-PALMOLIVE A/S,Kg,No,No,Gram,Kg,,,"Colgate® Sensitive tandpasta

Colgate® Sensitive Original",PERSONLIG PLEJE & PARFUME Tandpleje Tandpasta,,9999,Colgate Sensitive Original Tandpasta 2-pak,,,,,,
base,admin,Default,simple,4038600038594,Hansen Golden Rom,,,,119.95,,,700,171.36,,,Disabled,DK25,"Catalog, Search",HANS JUST A/S,Kg,No,No,Gram,Kg,,,"Hansen Golden Rum er trods navnet ægte Jamaica Rom. Den fremstilles af sukkerrør, og efter destilleringen lageres den på gamle egetræsfade, for at give den karateristiske bløde smag. 37,5 %","Vin, Spiritus & Øl Spiritus Rom",,9999,Hansen Golden Rom,,,,,,
base,admin,Default,simple,3035542004206,Cointreau 40%,,,,187.95,,,700,268.5,,,Disabled,DK25,"Catalog, Search",EDRINGTON DENMARK A/S,Kg,No,No,Gram,Kg,,,"Appelsinlikør fremstillet af den franske Cointreau-familie siden 1849. 
Cointreau er en fransk appelsin spiritus på 40% alkohol. Også kendt som en Triple Sec likør som især kendes fra cocktailen Cosmopolitan og Margarita.
 
Cointreau laves på et stort udvalg af appelsiner fra hele verden og sælges i hele verden.","Vin, Spiritus & Øl Spiritus Likør",,9999,Cointreau 40%,,,,,,
base,admin,Default,simple,3364048109062,Braastad XO Cognac 40%,,,,399.95,,,700,571.36,,,Disabled,DK25,"Catalog, Search",HANS JUST A/S,Kg,No,No,Gram,Kg,,,"Denne Fine Champagne cognac er blandet af de bedste cognac'er fra Grand- og Petite Champagne. Mindst 50 % er fra Grand Champagne. En flot cognac med en kompleks næse, der udvikler sig gradvist med en vedvarende duft af modne frugter og blomster og en anelse duft af valnødder. Smagen af alder slår i gennem med bl.a. smagen af valnødder. Pæn lang eftersmag, der flot afrunder smagen af frugt.

Denne cognac vandt i 2003 en sølvmedalje i kategorien bedste X.O. cognac.","Vin, Spiritus & Øl Spiritus Cognac",,9999,Braastad XO Cognac 40%,,,,,,
base,admin,Default,simple,5000281022482,Captain Morgan Black Rom,,,,153.95,,,700,219.93,,,Disabled,DK25,"Catalog, Search",DIAGEO DENMARK A/S,Kg,No,No,Gram,Kg,,,"Captain Morgan Black® rom har en virkelig dyb smag, som vækker minder om den engelske flådes rationering af rom, der gled lige nemt ned blandt sømændene. 

Afrundingen er rund og fyldig og med en udviklende fylde med en mørk, fyldig farve.
Captain Morgan Black Label forfører med udførlig, blød nydelse.","Vin, Spiritus & Øl Spiritus Rom",,9999,Captain Morgan Black Rom,,,,,,
base,admin,Default,simple,3364048109147,Braaståd VSOP Cognac 40%,,,,238.95,,,700,341.36,,,Disabled,DK25,"Catalog, Search",HANS JUST A/S,Kg,No,No,Gram,Kg,,,"Braastad V.S.O.P. cognac er en blanding af vine fra Petite Champagne og Fins Bois og har en gennemsnits alder på over 8 år. Blandingen giver en ædel og harmonisk karakter, der er fyldig og velafbalanceret. Duften er elegant med karakter af blomster. Smagen er blød og rund med et strejf af krydderier og chokolade. Eftersmagen er pæn lang af en V.S.O.P.

Denne cognac vandt i 2003 en guldmedalje for bedste V.S.O.P.’er.","Vin, Spiritus & Øl Spiritus Cognac",,9999,Braaståd VSOP Cognac 40%,,,,,,
base,admin,Default,simple,8711715814814,"Bollinger Special Cuvee, Brut",,,,325,,,0.75,433.33,389.997,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Bollinger Special Cuvee, Brut","Vin, Spiritus & Øl Champagne & Bobler Champagne",,9999,"Bollinger Special Cuvee, Brut",,,,,,
base,admin,Default,simple,4007988038656,"Carre Guebels Premier Cru, Brut",,,,225,,,0.75,300,270,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,Flot pink chanpagne fra Carré Guébels. Egener sig fortræffeligt som velkomstdrink eller til lette forretter Indhold: 75 cl. ml,"Vin, Spiritus & Øl Champagne & Bobler Champagne",,9999,"Carre Guebels Premier Cru, Brut",,,,,,
base,admin,Default,simple,3114080116050,"Louis Roederer, Brut Premier",,,,325,,,0.75,433.33,389.997,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Louis Roederer, Brut Premier","Vin, Spiritus & Øl Champagne & Bobler Champagne",,9999,"Louis Roederer, Brut Premier",,,,,,
base,admin,Default,simple,3263530121318,"Ziegler, Cremant de Alsace, Brut Reserve",,,,89,,,0.75,118.67,106.803,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Ziegler, Cremant de Alsace, Brut Reserve","Vin, Spiritus & Øl Champagne & Bobler Øvrig Fransk Mousserende Vin",,9999,"Ziegler, Cremant de Alsace, Brut Reserve",,,,,,
base,admin,Default,simple,3263530000187,"Ziegler, Cremant de Alsace, Demi Sec",,,,89,,,0.75,118.67,106.803,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Ziegler, Cremant de Alsace, Demi Sec","Vin, Spiritus & Øl Champagne & Bobler Øvrig Fransk Mousserende Vin",,9999,"Ziegler, Cremant de Alsace, Demi Sec",,,,,,
base,admin,Default,simple,9319002023025,Plantagenet Semillion/Sauvignon Blanc 2011,,,,69,,,0.75,92,82.8,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"n elegant næse med en duft af blomster, stikkelsbær og nyhøstet græs. Blandingen er 69% Sauvignon og 30% Semillon","Vin, Spiritus & Øl Hvidvin Australsk Hvidvin",,9999,Plantagenet Semillion/Sauvignon Blanc 2011,,,,,,
base,admin,Default,simple,898756001149,Backhouse Chardonnay 2011,,,,89,,,0.75,118.67,106.803,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,Backhouse Chardonnay 2011,"Vin, Spiritus & Øl Hvidvin Amerikansk Hvidvin",,9999,Backhouse Chardonnay 2011,,,,,,
base,admin,Default,simple,4003301030192,"Eagle Creek, Chardonnay 2010 - 6 stk",,,,300,,,0.75,400,360,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"En dejlig Chardonnay, glat og harmonisk. Fokuseret og tør med pære og frisk citrus duft, har et lille strejf af eg.","Vin, Spiritus & Øl Hvidvin Amerikansk Hvidvin",,9999,"Eagle Creek, Chardonnay 2010 - 6 stk",,,,,,
base,admin,Default,simple,7610268354994,Woodhaven Chardonnay 2010,,,,53,,,0.75,70.67,63.603,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne rige og fuldmoden Chardonnay eksploderer med en herlig sammensat smag af tropiske frugter såsom lime, ananas og fersken kombineret perfekt med noter af let ristet egetræ og karamel. Druerne til denne vin kommer fra udvalgte vinmarker i det nordlige Californien. De blev plukket i de kølige morgen timer at bevare frugten og den optimale modenhed. Har gæret med skindet på i en længere periode for at opnå fuld smagsudvinding og udvikling af blød garvesyre. Er velegnet til retter af lyst kød, gerne med cremet saucer, pasta retter og grønne salater eller bare for at nydes","Vin, Spiritus & Øl Hvidvin Amerikansk Hvidvin",,9999,Woodhaven Chardonnay 2010,,,,,,
base,admin,Default,simple,3566921003195,M. Louis Latour Pouilly Vinzettes 2010,,,,99,,,0.75,132,118.8,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"En flot let gylden vin. Duft med præg af tørrede frugter og et hint af honning. En fed og rund vin med fyldig smag og en dejlig holdbar eftersmag. Druerne til denne vin stammer fra vinstokke, der i snit er 25 år gamle og vokser på ler og limstensholdig jord. Mosten gærer ved kontrolleret temperatur på ståltanke og lagres efterfølgende i 8 – 10 måneder.","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin",,9999,M. Louis Latour Pouilly Vinzettes 2010,,,,,,
base,admin,Default,simple,3566921000781,"M. Louis Latour, Chablis, App. Contr. 2011",,,,125,,,0.75,166.67,150.003,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"I 2010 præsenterer Chablis sig i en smuk strålende lys guld farve. Næsen er blomstret og munden er frisk med gode noter af citrusfrugter.  Der er en smuk mineralitet i eftersmagen. Chablis er en isoleret ø af vinmarker i den nordlige del af vinproducerende Bourgogne halvvejs mellem Dijon og Paris. Maison Louis Latours Chablis er det ultimative udtryk for, hvad den noble Chardonnay drue er i stand til på regionens berømte  kalkstens skråninger. Vinen er parfumeret, livlig, ren og stålsat-smagning med en sprød finish","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin",,9999,"M. Louis Latour, Chablis, App. Contr. 2011",,,,,,
base,admin,Default,simple,3770001295206,"Schaeffer Woerly Auxerrois, Alsace 2009",,,,85,,,0.75,113.33,101.997,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Hos enkelte producenter i Alsace erstatter Auxerrois helt eller delvist Pinot Blanc. Meget velegnet til alle fiskeretter og til lyst kød . Også rigtig god som aperitif. Vine fra tophuset; Schaeffer-Woerly beliggende i hjertet af Alsace. Alle druer er økologisk dyrkede, med stor vægt på samspillet mellem mennesket og naturen. Vinhuset medlem af TYFLO som er den Alsaciske organisation for de vinbønder, der dyrker deres ma rker økologisk. TYFLO medlemmer dyrker i dag ca. 6% af de samlede vinmarker i Alsace. Oprindelse: Frankrig Indhold: 75 cl","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin",,9999,"Schaeffer Woerly Auxerrois, Alsace 2009",,,,,,
base,admin,Default,simple,3770001295329,"Schaeffer Woerly Riesling , Alsace 2009 ØKO",,,,89,,,0.75,118.67,106.803,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne Riesling - har en lys gylden farve og en dejlig ren og frisk blomsterduft. Den fyldige og intense frugtsmag gør den velegnet til næsten alle fiskeretter og til lyst kød. Vine fra tophuset; Schaeffer-Woerly beliggende i hjertet af Alsace. Alle druer er økologisk dyrkede, med stor vægt på samspillet mellem mennesket og naturen. Vinhuset medlem af TYFLO som er den Alsaciske organisation for de vinbønder, der dyrker deres ma rker økologisk. TYFLO medlemmer dyrker i dag ca. 6% af de samlede vinmarker i Alsace. Oprindelse: Frankrig Indhold: 75 cl","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin",,9999,"Schaeffer Woerly Riesling , Alsace 2009 ØKO",,,,,,
base,admin,Default,simple,5727510611728,"Crystal Bay, Sauvignon Blanc",,,,129,,,3,43,38.7,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Crystal Bay er funklende klar i glasset med grønt skær. En herlig frisk duft med typiske noter af hyldeblomst og friske grønne druer. Smagen er fyldt med frugt; grønne bær og frisk eksotisk frugt. En vin der fremtræder medium fyldig med god frugt i den lange eftersmag. Dette er en fremragende ledsager til sommersalater, fiskeretter, eller som et glas på terrassen. Serveringstemperatur 8 – 10°C.","Vin, Spiritus & Øl Hvidvin Diverse Hvidvin",,9999,"Crystal Bay, Sauvignon Blanc",,,,,,
base,admin,Default,simple,5727510641718,"Crystal Bay, Sauvignon Blanc, 2011 - 6 stk",,,,249,,,0.75,332,298.8,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Crystal Bay er funklende klar i glasset med grønt skær. En herlig frisk duft med typiske noter af hyldeblomst og friske grønne druer. Smagen er fyldt med frugt; grønne bær og frisk eksotisk frugt. En vin der fremtræder medium fyldig med god frugt i den lange eftersmag. Dette er en fremragende ledsager til sommersalater, fiskeretter, eller som et glas på terrassen. Serveringstemperatur 8 – 10°C.","Vin, Spiritus & Øl Hvidvin Diverse Hvidvin",,9999,"Crystal Bay, Sauvignon Blanc, 2011 - 6 stk",,,,,,
base,admin,Default,simple,9416932001069,"Palliser Estate, Sauvignon Blanc, 2010",,,,129,,,0.75,172,154.8,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"100% Sauvignon Blanc. Aromatisk præg af stikkelsbær og hyldeblomst samt et karakteristisk strejf af passionsfrugt. I munden, yderligere guava og en antydning af brændenælde. Frugten suppleres med fylde og koncentration. Ønolog: Allan Johnson. Alk. 13,4%.","Vin, Spiritus & Øl Hvidvin Diverse Hvidvin",,9999,"Palliser Estate, Sauvignon Blanc, 2010",,,,,,
base,admin,Default,simple,841006120348,"Antonio Barbadillo, Palomina, Andalusia",,,,43,,,0.75,57.33,51.597,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Antonio Barbadillo, Palomina, Andalusia","Vin, Spiritus & Øl Hvidvin Spansk Hvidvin",,9999,"Antonio Barbadillo, Palomina, Andalusia",,,,,,
base,admin,Default,simple,3430560001761,"The Post Stones, Chardonnay, 2010",,,,65,,,0.75,86.67,78.003,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"En rigtig dejlig hvidvin med en frugtrig duft og en fyldig smag med noter af citrusfrugter og moden melon. En behagelig fedme får smagen til at holde rigtigt længe. Så afgjort et kup til prisen. Vinens navn er afledt af nogle store sten, som spillede en ganske bestemt rolle i 1600-tallet. Dengang lagde sejlskibene til ved Cape Town for at proviantere på deres vej til og fra Det Fjerne Østen. Hvis man havde et brev til nogen på et efterfølgende skib, blev det efterladt under stenene, der blev kendt som ""Post Office Stones"". Flasken har skruelåg.","Vin, Spiritus & Øl Hvidvin Sydafrikansk Hvidvin",,9999,"The Post Stones, Chardonnay, 2010",,,,,,
base,admin,Default,simple,3430560003802,"The Post Stones, Chenin Blanc, 2011",,,,65,,,0.75,86.67,78.003,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Lys gennemsigtig farve. Intens duft af melon, lime, pære. Mellemfyldig vin med fin frugt og en god frugtig og tør smag. Her er lige tilpas med syre til at vinen ikke bliver kedelig. Den slutter lidt krydret og tørt. Vinen passer fint til fisk.","Vin, Spiritus & Øl Hvidvin Sydafrikansk Hvidvin",,9999,"The Post Stones, Chenin Blanc, 2011",,,,,,
base,admin,Default,simple,3533670000133,"Domaine Sorin, Bandul 2011",,,,125,,,0.75,166.67,150.003,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Beliggende i hjertet af den klimatiske bækken Bandol, er denne 32-acre vingård klassificeres som en del Bandol og del Cotes de Provence. Vingården følger økologiske principper, jordene gødes med organisk kompost og der arbejdes uden kemiske produkter, således at opnå det bedste resultat for terroiret. Vingården blev overtaget i 1994 af Luc Sorin, som Robert Parker kaldt en af ​​de mest spændende vinbønder Sydfrankrig har at byde på. Sorin´s vine findes på de fineste spisesteder i regionen, såsom Louis XV i Monaco, le Cartlon i Cannes, og Chez Blanc i Vonnas.","Vin, Spiritus & Øl Rosé Vin Fransk Rosévin",,9999,"Domaine Sorin, Bandul 2011",,,,,,
base,admin,Default,simple,8033765182355,"3 L Ricossa Rosato, Piemonte 12%, BIB",,,,119,,70.4,3,55,46.5,189,Enabled,DE19,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"En velsmagende, frugtrig og mellemkraftig rosé-vin, fremstillet på Barbera- og Dolcetto druer, dyrket i Piemonte regionen i Norditalien. 
Den har en intens bouquet med duft af friske bær og en tør smag med et strejf af krydderi. Drik den som aperitif eller til lettere retter.","3 L Ricossa Rosato, Piemonte 12%, BIB","Ricossa, Rosato, Piemonte, Vin, Chilensk, Rosévin, Rosé,",9999,"3 L Ricossa Rosato, Piemonte 12%, BIB","3 L Ricossa Rosato, Piemonte 12%, BIB","3 L Ricossa Rosato, Piemonte 12%, BIB",,,,
base,admin,Default,simple,7792319656261,"Norton Privado, Mendoza, 2009 - 6 stk",,,,834,,,0.75,1112,1000.8,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,Rubinrød farve med en bemærkelsesværdig intensitet. En excellent aromatisk kompleksitet af moden frugt med et fint touch af røg og kaffe. En rig bouquet med en god koncentration,"Vin, Spiritus & Øl Rødvin Argentinsk Rødvin",,9999,"Norton Privado, Mendoza, 2009 - 6 stk",,,,,,
base,admin,Default,simple,5727510540318,"Ace One, Shiraz Barossa Valley 2011 - 6 stk",,,,299,,,0.75,398.67,358.803,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Denne rødvin er fremstillet på druer der er høstet fra marker i Barossa Valley. beliggende i South Australia og regnes som det bedste sted i Australien til fremstilling af rødvin på Shiraz druen, der her har en fin balance mellem frugts. Vinstokkene er mere end 20 år gamle og vinen har efter endt gæring lagret i egetræsfade.  blev høstet havde flot balance mellem frugtsyre og tannin. Smagen er velstruktureret med stor fylde. Der er indtryk af sød moden frugt og meget bløde tanniner der balanceres med noter af chokolade og vanilje fra fadlagringen. Vinen besidder god intensitet og en frugtsyre der balancerer flot i eftersmagen. Dette er en glimrende ledsager til kødretter med intens smag, og kan også gå godt sammen med stærke oste. Serveres ved 16 – 18 grader,","Vin, Spiritus & Øl Rødvin Australsk Rødvin",,9999,"Ace One, Shiraz Barossa Valley 2011 - 6 stk",,,,,,
base,admin,Default,simple,9316563090114,"Billi Billi Mount Langi Ghirar, Shiraz 2008",,,,85,,,0.75,113.33,101.997,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"100% Shiraz. Bløde tanniner og krydrede undertoner præger denne vin med flotte kirsebær-nuancer. Vinen er lagret 12 måneder på amerikansk og fransk egetræsfade, som bidrager med fine chokolade og vaniljetoner. Eftersmagen er lang og vedvarende med elegante noter af eucalyptus og mint. Vinen er opkaldt efter den lokale aboriginalchef ""Kong Billi Billi"".","Vin, Spiritus & Øl Rødvin Australsk Rødvin",,9999,"Billi Billi Mount Langi Ghirar, Shiraz 2008",,,,,,
base,admin,Default,simple,9336957000260,"Nex of Kin, Shiraz,  Margaret River 2008",,,,85,,,0.75,113.33,101.997,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"100% Shiraz. Dyb rød farve med lilla nuancer og en levende og frisk aroma af modne bærfrugter og krydderier kombineret med noter fra fransk egetræ. Smagen er meget fyldig og frugtrig med smag af saftige, modne skovbær, mørke kirsebær og krydderier. En meget velstrukturetet vin med fine tanniner.","Vin, Spiritus & Øl Rødvin Australsk Rødvin",,9999,"Nex of Kin, Shiraz,  Margaret River 2008",,,,,,
base,admin,Default,simple,9319002023032,"Plantagenet, Samsons Range, Shiraz, 2011",,,,89,,,0.75,118.67,106.803,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Ægte cool climate shiraz fra Plantagenets vinmarker beliggende tæt på det kølige hav i det sydlige Western Australia. Her søges ikke høj ekstraktion, men intens frugt i fornem balance. Fadlageret i en blanding af franske og amerikanske egetræsfade i 6 måneder. Flot aroma fra glasset med nuancer af bl.a. solbær, brombær, peber og chokolade. Det kølige terroir kommer til udtryk i smagen, der er overraskende elegant og saftig med den klassiske intensitet og let krydrede frugt, som australsk Shiraz er så populært for. Et oplagt match til f.eks. grillet eller braiseret kød, svampe eller faste oste. Vi anbefaler at servere vinen ved 15-16 grader.","Vin, Spiritus & Øl Rødvin Australsk Rødvin",,9999,"Plantagenet, Samsons Range, Shiraz, 2011",,,,,,
base,admin,Default,simple,898756001316,Backhouse Zinfandel 2011,,,,89,,,0.75,118.67,106.803,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Druerne til denne Backhouse Zinfandel er fra marker i Sonoma County, tæt ved Napa Valley.Aromaen er rig på nuancer af røde bær, vanilje og kakao. Smagen er intens og domineret af nuancer af f.eks. solbær, garrique, kakao og hindbær. Lang og blød eftersmag med velintegrerede tanniner. Efter gæring har vinen lagret 6 måneder på en blanding af franske og amerikanske egetræsfade.  Server vinen ved 15-16 grader - er meget velegnet til grillet kød.","Vin, Spiritus & Øl Rødvin Amerikansk Rødvin",,9999,Backhouse Zinfandel 2011,,,,,,
base,admin,Default,simple,3430560003338,"Big Top, Zinfandel, California, 2010",,,,69,,,0.75,92,82.8,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,Flot fyldig Californisk zinfandel med dyb og rig smag med et strejf af peber og krydderi. God allround rødvin. Oprindelse: Californien Indhold: 75 cl,"Vin, Spiritus & Øl Rødvin Amerikansk Rødvin",,9999,"Big Top, Zinfandel, California, 2010",,,,,,
base,admin,Default,simple,739958023105,Francis Ford Coppola Zinf/Syrah/Cab. Sauv. 2009,,,,95,,,0.75,126.67,114.003,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Rosso er fremstillet af en blanding af Zinfandel,  Cabernet Sauvignon og Syrah fra klimatisk forskellige voksende regioner i hele Californien. Dette hjælper os med at opnå mere kompleksitet og spændende nuancer.Den rige, saftige smag af blomme, kirsebær, mokka, og jordbær gør denne vin et perfekt supplement til næsten ethvert måltid . En klassisk California rød bordvin, lys og frugtagtig, designet til daglig nydelse.","Vin, Spiritus & Øl Rødvin Amerikansk Rødvin",,9999,Francis Ford Coppola Zinf/Syrah/Cab. Sauv. 2009,,,,,,
base,admin,Default,simple,726299133600,"Kunde, Sonoma Zinfandel 2007",,,,99,,,0.75,132,118.8,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Kunde Zinfandel 2007 er fremstillet på druer fra  40% gamle vinstokke suppleret med Kundes andre Zinfandel vingårde, hvor den vulkanske jord giver en vin med strejf af Boysenbær. En moden og rund vin som virkelig minder dig om, at dette er en god Zinfandel med en silkeagtig blødhed.","Vin, Spiritus & Øl Rødvin Amerikansk Rødvin",,9999,"Kunde, Sonoma Zinfandel 2007",,,,,,
base,admin,Default,simple,7610268355007,Woodhaven Cabernet Sauvignon 2011,,,,53,,,0.75,70.67,63.603,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Druerne til denne vin kommer fra udvalgte vinmarker i det nordlige Californien. De blev plukket i de kølige morgen timer at bevare frugten og den optimale modenhed. Har gæret med skindet på i en længere periode for at opnå fuld smagsudvinding og udvikling af blød garvesyre. Fuldmoden Cabernet Sauvignon med en kombineret armona af tørrede figner, sorte kirsebær. Vinen har en dyb granatrød farve med smag af blomme, brombær og solbær. Er velegnet til stegt og grillet kød samt pastaretter også til spareribs og kylling.","Vin, Spiritus & Øl Rødvin Amerikansk Rødvin",,9999,Woodhaven Cabernet Sauvignon 2011,,,,,,
base,admin,Default,simple,82242944830,Woodhaven Zinfandel 2011,,,,69,,,0.75,92,82.8,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Druerne til denne vin kommer fra udvalgte vinmarker i det nordlige Californien. De blev plukket i de kølige morgen timer at bevare frugten og den optimale modenhed. Har gæret med skindet på i en længere periode for at opnå fuld smagsudvinding og udvikling af blød garvesyre. Rig, moden og rørig Zinfandel med aroma af blommer og sorte kirsebær. Dyb granatrød farve, med smag af hindbær og brombær samt strejf af krydderi. Koncentreret vin med fremragende balance og bløde tanniner. Den lette fadsmag komplimenterer flot vinens vidunderlige frugt. Den perfekte ledsager til spareribs, grillede steaks, pizza, lasagne, pastaretter med kraftige saucer. Serveres ved 18° C.","Vin, Spiritus & Øl Rødvin Amerikansk Rødvin",,9999,Woodhaven Zinfandel 2011,,,,,,
base,admin,Default,simple,7802940004984,"Arte Noble, Curico Valley, Syrah 2011 - 6 stk",,,,354,,,0.75,472,424.8,,Disabled,DK25,"Catalog, Search",,Liter,No,No,Liter,Liter,,,"Dyb mørkerød i farven, der følges op af en skøn duft af hindbær, lakrids, ristede mandler og fine noter af peber. Smagen er tætpakket af modne blommer, krydderier, mokka og lakrids. Den lange fløjlsbløde eftersmag efterlader en fornemmelse af en rigtig flot varm og solrig vin. Er velegnet til kraftigere kødretter af okse og lam, gerne grillede. Vinen kan også sagtens klare kalv og krydret gris. Server endelig ikke vinen for varm, helst omkring 15-17°C.","Vin, Spiritus & Øl Rødvin Chilensk Rødvin",,9999,"Arte Noble, Curico Valley, Syrah 2011 - 6 stk",,,,,,
